№,Point_type,Category,Category_eng,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Sum_name_mon,Sum_name_eng,Lat,Long,Phone,Photo_URL,Name_kr,Name_jp,Name_cn,Name_ru
972,2,Амралтын газар,Resort,Гачуурт амралт,Gachuurt Resort,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.98552,107.18434,,https://www.dropbox.com/scl/fi/2ot0z46uu35vc9oezfcar/.jpg?rlkey=rewogq3itiuv8fd896y72u750&raw=1,가츄르트 리조트,ガチュルト リゾート,加楚尔特度假村,Курорт Гачуурт
973,1,Жуулчны бааз,Tourist_Camp,Гачуурт зочид буудал,Gachuurt Guest House,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.9882,107.18862,88280810,https://www.dropbox.com/scl/fi/okdzpcqxmu4owpqw7tu0a/.jpg?rlkey=j4mn3dl4oqpow87j7cxn0yadw&raw=1,가츄르트 게스트하우스,ガチュルト ゲスト ハウス,加楚尔特旅馆,Гостевой дом Гачуурт
974,2,Амралтын газар,Resort,Амралт Ээжүүд,Mother Resort,Улаанбаатар,Ulaanbaatar,Батсүмбэр,Batsumber,48.35168,106.84102,,,마더 리조트,マザーリゾート,母亲度假村,Мать-курорт
975,1,Жуулчны бааз,Tourist_Camp,Будда ресорт,Budda Resort,Улаанбаатар,Ulaanbaatar,Батсүмбэр,Batsumber,48.33378,106.892,97110318,https://www.dropbox.com/scl/fi/ogc51zfnt8l5vjbrruwy8/.jpg?rlkey=l5k2d2bn09pzjovepkfiaej1a&raw=1,부다 리조트,ブッダ リゾート,布达度假村,Будда Резорт
976,1,Жуулчны бааз,Tourist_Camp,Туулын байшин түрээс,Tuul’s rent home,Улаанбаатар,Ulaanbaatar,Сонгинохайрхан,Songinokhairkhan,48.09161,106.81243,80554530,https://www.dropbox.com/scl/fi/eaxvttk4c7x33wpl66ive/.jpg?rlkey=hi1a3ztus435nqu25x9n02229&raw=1,투울의 임대 주택,トゥールの賃貸住宅,图尔租住的房子,"Дом, который снимает Туул"
977,1,Жуулчны бааз,Tourist_Camp,Хусан төгөл байшин түрээс,Birch Grove Rental House ,Улаанбаатар,Ulaanbaatar,Сонгинохайрхан,Songinokhairkhan,48.08408,106.79754,99054564,https://www.dropbox.com/scl/fi/n1tw2q7kftvn0k1p2f29q/.jpg?rlkey=vxvjvzt4f08u8vhqtvxiyahz5&raw=1,버치 그로브 임대 주택,バーチグローブレンタルハウス,桦树林出租房,Березовая роща Дом сдается в аренду
978,2,Амралтын газар,Resort,Жаргалтай гэр бүл амралт сувилал,"""Happy Family"" Resort",Улаанбаатар,Ulaanbaatar,Сонгинохайрхан,Songinokhairkhan,48.08577,106.76642,99100024,https://www.dropbox.com/scl/fi/f4pscrw8di22h54zoxm7w/.jpg?rlkey=eu0x37rkbid9dsio2efeai7ri&raw=1,해피 패밀리 리조트,「ハッピーファミリー」リゾート,“幸福家庭”度假村,"Курорт ""Счастливая семья"""
979,1,Жуулчны бааз,Tourist_Camp,Хаппи зон байшин түрээс,Happy Zone House Rent,Улаанбаатар,Ulaanbaatar,Сонгинохайрхан,Songinokhairkhan,48.0864,106.75636,99926301,https://www.dropbox.com/scl/fi/3o72evn0tidm6egs9099c/.jpg?rlkey=5dc2idqc4yed9loqlvrem9wl3&raw=1,해피존 하우스 임대,ハッピーゾーンハウス賃貸,快乐区房屋出租,"Аренда дома в ""Зоне счастья"""
980,1,Жуулчны бааз,Tourist_Camp,Монки хөдөлгөөнт отог,Monkey mobile camp,Улаанбаатар,Ulaanbaatar,Сонгинохайрхан,Songinokhairkhan,48.08391,106.74025,88899037,https://www.dropbox.com/scl/fi/yr9heozlpflad3mrvdkcu/.jpg?rlkey=npa070mamrl04qgcavhs5cpt4&raw=1,몽키 모바일 캠프,モンキーモバイルキャンプ,猴子移动营地,Мобильный лагерь обезьян
981,1,Жуулчны бааз,Tourist_Camp,Ар гүнт,Ar gunt,Улаанбаатар,Ulaanbaatar,Сонгинохайрхан,Songinokhairkhan,48.09223,106.74622,78185242,https://www.dropbox.com/scl/fi/8h4e6ea7mv3sasn8pfsze/.jpg?rlkey=ev0uxcr0vdoc0s0nixeuixcwq&raw=1,아르 군트,アル・ガント,枪,Ар Гунт
982,1,Жуулчны бааз,Tourist_Camp,SHD ресорт,SHD Resort,Улаанбаатар,Ulaanbaatar,Сонгинохайрхан,Songinokhairkhan,48.09557,106.70172,9907 0601,https://www.dropbox.com/scl/fi/lpvvhh097tv07lr7o30rb/SHD.jpg?rlkey=v3mlpozyjmnggn6ikpcwhinqf&raw=1,SHD 리조트,SHDリゾート,SHD度假村,SHD Резорт
983,1,Жуулчны бааз,Tourist_Camp,Хоёр хүний ​​зуслангийн байшин,Twin Entrance Cottage,Улаанбаатар,Ulaanbaatar,Сонгинохайрхан,Songinokhairkhan,48.09033,106.70742,90077793,https://www.dropbox.com/scl/fi/1423us3efxypwltzsmx5b/2.jpg?rlkey=ykfyav9oikjtsuwo7om8gfc7i&raw=1,트윈 엔트런스 코티지,ツインエントランスコテージ,双入口小屋,Коттедж с двумя входами
984,1,Жуулчны бааз,Tourist_Camp,Булгаагийн байшин түрээс,Bulgaa’s House Rent,Улаанбаатар,Ulaanbaatar,Сонгинохайрхан,Songinokhairkhan,48.09555,106.73655,99242058,https://www.dropbox.com/scl/fi/1p9k7d5tol1w1267wt8fc/.jpg?rlkey=wm47qog3hzdu2lr5t6yonay4k&raw=1,불가의 집 임대료,ブルガアの家賃,布尔加的房子租金,Аренда дома Булгаа
985,2,Амралтын газар,Resort,Сүүн амралт,Suun Resort,Улаанбаатар,Ulaanbaatar,Сонгинохайрхан,Songinokhairkhan,48.19604,106.52579,"98997697, 94947697",https://www.dropbox.com/scl/fi/y18ks1v6onccync3qos9y/1.jpg?rlkey=62iiaihow6y4uhz0uhg5htta9&raw=1,순 리조트,スーンリゾート,苏恩度假村,Суун Резорт
986,2,Амралтын газар,Resort,Гацуурхан амралт,Gatsuurkhan Resort,Улаанбаатар,Ulaanbaatar,Сонгинохайрхан,Songinokhairkhan,47.99729,106.86359,90902323,https://www.dropbox.com/scl/fi/u14s1dacmoucdv0hsul1z/1.jpg?rlkey=nvfdirpm0irampfro187fckgq&raw=1,가추르칸 리조트,ガトゥールハン リゾート,加特苏尔汗度假村,Курорт Гацуурхан
987,2,Амралтын газар,Resort,Цагаан өргөө амралт,Tsagaan Urguu Amralt,Улаанбаатар,Ulaanbaatar,Сонгинохайрхан,Songinokhairkhan,48.09261,106.79378,99112171,https://www.dropbox.com/scl/fi/twpzs6g0h1f95hj9gum3p/.jpg?rlkey=ncfsw99mh5grsaupopfnm3htl&raw=1,차강 우르구 리조트,ツァガーン ウルグー リゾート,察干乌尔古度假村,Цагаан Ургуу Резорт
988,1,Жуулчны бааз,Tourist_Camp,Саран Өргөө,Saran Urguu Resort,Улаанбаатар,Ulaanbaatar,Сонгинохайрхан,Songinokhairkhan,48.09031,106.78428,99865985,https://www.dropbox.com/scl/fi/k2kkvtm9h17d6xesccypj/1.jpg?rlkey=jze2v6ku6hudqexpbuy27yzf6&raw=1,사란 우르구 리조트,サランウルグウリゾート,萨兰乌尔古度假村,Саран Ургуу Резорт
989,1,Жуулчны бааз,Tourist_Camp,Бэби скай ресорт,Baby Sky Resort,Улаанбаатар,Ulaanbaatar,Сонгинохайрхан,Songinokhairkhan,48.13509,106.41818,80405252,https://www.dropbox.com/scl/fi/l3bozvpxzl68poa6tm2k2/.jpg?rlkey=6ebn0x4rly7xwh4rirur0daiu&raw=1,베이비 스카이 리조트,ベイビー スカイ リゾート,宝贝天空度假村,Бэби Скай Резорт
990,1,Жуулчны бааз,Tourist_Camp,Бодонч ресорт,Bodonch Resort,Улаанбаатар,Ulaanbaatar,Сонгинохайрхан,Songinokhairkhan,48.10196,106.45856,99087823,https://www.dropbox.com/scl/fi/tu41slet9ws68t3l3jzzz/.jpg?rlkey=wf87xzykgftpl7ji999t0rd5i&raw=1,보돈치 리조트,ボドンチ リゾート,博东奇度假村,Бодонч Резорт
991,1,Жуулчны бааз,Tourist_Camp,Шовгор кэмп,Shovgor Camp,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.8968,107.21074,,https://www.dropbox.com/scl/fi/xxhw5q8yssk0u0vlf0uev/.jpg?rlkey=kczbmf574z6b5x26pkmadmt0g&raw=1,쇼브고르 캠프,ショブゴールキャンプ,绍夫戈尔营地,Лагерь Шовгор
992,1,Жуулчны бааз,Tourist_Camp,Арт Манд Тэрэлж лож,Art Mand Terelj Lodge,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.83701,107.3217,80115866,https://www.dropbox.com/scl/fi/4njrrfudn51bqb610sa81/.jpg?rlkey=r771esmpcv52uphtflc7k1vve&raw=1,아트 맨드 테렐지 로지,アート マンド テレルジ ロッジ,艺术曼德特勒吉旅馆,Арт Манд Тэрэлж Лодж
993,1,Жуулчны бааз,Tourist_Camp,Амантай ба Мира байшин,Amantay&Mira house,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.83581,107.32417,,https://www.dropbox.com/scl/fi/bgebo7kp9z5husciv1kyk/.jpg?rlkey=qznwbgj21mdmjm18xuu2sc5ui&raw=1,아만타이&미라 하우스,アマンテイ&ミラハウス,阿缦岱&米拉之家,Дом Амантай и Мира
994,1,Жуулчны бааз,Tourist_Camp,Блү вивид ресорт,The Blue Vivid Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.83442,107.33084,,https://www.dropbox.com/scl/fi/g0lrlg1a3m0fdi3joh1rr/.jpg?rlkey=wcr1t8x2gp15kk5i9z5jzj1og&raw=1,더 블루 비비드 리조트,ザ ブルー ビビッド リゾート,蓝色生动度假村,Блю Вивид Резорт
995,2,Амралтын газар,Resort,Тод Тэрэлж амралт,Tod Terelj Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.83128,107.33575,88943907,https://www.dropbox.com/scl/fi/69edsprycock4gr160dwe/.jpg?rlkey=oxx0n05e19d2qylbanunnlvwi&raw=1,토드 테렐지 리조트,トッド テレルジ リゾート,托德特勒吉度假村,Тод Терель Резорт
996,1,Жуулчны бааз,Tourist_Camp,Тоонот отог Yurt Homes,Тоонот отог Yurt Homes,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.88444,107.4405,99178497,https://www.dropbox.com/scl/fi/sqas01qc78j5aktml2m83/.jpg?rlkey=zjh6bymp5xqq949cv1uaslmjw&raw=1,토노트 오톡 유르트 홈즈,ユルト ホームズ,蒙古包之家,Тоонот отог Дома-юрты
997,2,Амралтын газар,Resort,Найрамдал гэр амралт,Friendship Ger Camp,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.88648,107.45564,,https://www.dropbox.com/scl/fi/g2ydve384488dkad00ted/.jpg?rlkey=susvyngvhaiqqnmnvgwxpc19k&raw=1,우정 게르 캠프,フレンドシップゲルキャンプ,友谊蒙古包营,Лагерь Дружбы Гер
998,2,Амралтын газар,Resort,Горхи тэрэлж амралт,Gorkhi Terelj Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.88772,107.45562,,,고르키 테렐지 리조트,ゴルヒ テレルジ リゾート,高尔基特勒吉度假村,Курорт Горхи Тэрэлж
999,1,Жуулчны бааз,Tourist_Camp,Эмээгийн гэр,Grandma's Ger,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.88632,107.45494,80584567,https://www.dropbox.com/scl/fi/bnqvi2292i2fa0cf73gvw/.jpg?rlkey=z4tsl7pdzlwcfpdawshjgufic&raw=1,할머니의 게르,おばあちゃんのゲル,奶奶的蒙古包,Бабушкин Гер
1000,2,Амралтын газар,Resort,Өгөөмөр гэр амралт,Uguumur Ger Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.88647,107.45564,95352307,https://www.dropbox.com/scl/fi/sgj7q0xlrenyn4q9botpd/.jpg?rlkey=77a5ffgx0f86gztvw84bs2hpm&raw=1,우구무르 게르 리조트,ウグムル ゲル リゾート,乌古穆尔格尔度假村,Угуумур Гер Резорт
1001,1,Жуулчны бааз,Tourist_Camp,Эрхэс ресорт,Erkhes Resort,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.8376,107.40046,88078570,https://www.dropbox.com/scl/fi/hu78a0f0cb2j3mh6m1mok/.jpg?rlkey=n9acs6zuymsn1r46edrtrj376&raw=1,에르케스 리조트,エルケス リゾート,埃尔克什度假村,Эрхес Резорт
1002,1,Жуулчны бааз,Tourist_Camp,Тэрэлж ирээдүй,Terelj Ireedui,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.91003,107.41344,,,테렐지 이리두이,テレルジ・イレドゥイ,特勒吉·伊瑞杜伊,Терэлж Иридуи
1003,7,Нисэх буудал,Airport,Скай Фрэндс нисэх буудал,Sky Friends aerodrome,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.77477,107.43788,89005373,https://www.dropbox.com/scl/fi/9ck7w8li31d0mgosvusxy/.jpg?rlkey=upqq9hws3d7vfu29ja0ajci7a&raw=1,스카이프렌즈 비행장,スカイフレンズ飛行場,天空之友机场,Аэродром Скай Френдс
1004,1,Жуулчны бааз,Tourist_Camp,Элстэй гэр лож,Elstei Ger Lodge,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.76101,107.49715,,https://www.dropbox.com/scl/fi/u1izmkr1nsp1h7sibnvjy/.jpg?rlkey=xcd7d9y1q4sh3st6gmpfus7ok&raw=1,엘스테이 게르 로지,エルスタイ ゲル ロッジ,艾尔施泰格旅馆,Элстей Гер Лодж
1005,1,Жуулчны бааз,Tourist_Camp,Акок,Акок,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.77071,107.51172,,,아콕,Акок,阿科克,Акок
1006,1,Жуулчны бааз,Tourist_Camp,Морь трек Монгол,HorseTrekMongolia,Улаанбаатар,Ulaanbaatar,Налайх,Nalaikh,47.97293,107.54607,80993436,https://www.dropbox.com/scl/fi/4q9s2gnyxbp58rkha4jik/.jpg?rlkey=cuquuxb6y48npmrcrb9vpofy9&raw=1,말여행몽골,ホーストレックモンゴル,骑马跋涉蒙古,ЛошадьТрек Монголия
1007,1,Жуулчны бааз,Tourist_Camp,Гачуурт амралт булагтай,Gachuurt Resort Bulagtai,Улаанбаатар,Ulaanbaatar,Баянзүрх,Bayanzurkh,47.99205,107.16166,86921029,https://www.dropbox.com/scl/fi/npyi8qwr754u3qseoamn0/.jpg?rlkey=va5idf4cgagvmimxy7gwu5c8z&raw=1,가츄르트 리조트 불라그타이,ガチュルト リゾート ブラグタイ,布拉格泰加楚尔特度假村,Гачуурт Резорт Булагтай
1008,1,Жуулчны бааз,Tourist_Camp,Хадат фамили хаус,Khadat Family House,Улаанбаатар,Ulaanbaatar,Сүхбаатар,Sukhbaatar,48.02435,107.00829,89011515,https://www.dropbox.com/scl/fi/e82ryuro5jg6itq8li8hh/.jpg?rlkey=moqt4nltypcds5cjgoe2dryuw&raw=1,카닷 가족 주택,カダット家の家,卡达特家族宅邸,Дом семьи Хадат
1009,9,Төмөр замын өртөө,Railway_Station,Улаанбаатар төмөр замын өртөө,Ulaanbaatar Railway Station,Улаанбаатар,Ulaanbaatar,Баянгол,Bayangol,47.90857,106.88391,,https://www.dropbox.com/scl/fi/047ey578rr71xug99k1ve/.jpg?rlkey=alp3nfsu8q0eg07cot7mqqezt&raw=1,울란바토르 기차역,ウランバートル駅,乌兰巴托火车站,Железнодорожный вокзал Улан-Батора
1010,1,Жуулчны бааз,Tourist_Camp,Гурван Сэнхэр кэмп,Gurvan Senkher Camp Khovd,Ховд,Khovd,Манхан,Mankhan,47.35912,91.96226,88479377,https://www.dropbox.com/scl/fi/4xpjvfcchm6fgrytk0xh8/.jpg?rlkey=7gskq11xwrmjgyhezt4m7d0z8&raw=1,구르반 센케르 캠프 호브드,グルヴァン・センケル・キャンプ・ホブド,科布德古尔万森赫尔营地,Лагерь Гурван Сенхер Ховд
1011,2,Амралтын газар,Resort,Ченжийн тохой амралт,Chenjiin Tokhoi Resort,Ховд,Khovd,Жаргалант,Jargalant,48.05093,91.66736,99438280,https://www.dropbox.com/scl/fi/087fq5ptbsiwb4on3mqve/.jpg?rlkey=cp76wg2emzhc3s1bsdz1wqnl4&raw=1,첸지인 토호이 리조트,チェンジン トコイ リゾート,辰吉因东海度假村,Курорт Ченжин Тохой
1012,1,Жуулчны бааз,Tourist_Camp,Эко амралт,Eco Resort,Ховд,Khovd,Жаргалант,Jargalant,48.03664,91.63236,,https://www.dropbox.com/scl/fi/r2anxainlknoh33r74h26/.jpg?rlkey=pj5berjo080zyrtkdir5e7ckj&raw=1,에코리조트,エコリゾート,生态度假村,Эко-курорт
1013,1,Жуулчны бааз,Tourist_Camp,Мөнгөн уул жуулчны бааз,Mungun Uul Tourist Camp,Ховд,Khovd,Жаргалант,Jargalant,47.94078,91.58018,99432120,https://www.dropbox.com/scl/fi/62ml612y3wnlb937oit5y/.jpg?rlkey=gxfimsa65cf7sgybcb2mpcoay&raw=1,문군울 관광캠프,ムングン ウル ツーリスト キャンプ,蒙贡乌尔旅游营地,Туристическая база Мунгун Уул
1014,2,Амралтын газар,Resort,Булган хишиг амралт,Bulgan Khishig Resort,Ховд,Khovd,Булган,Bulgan,46.08814,91.53379,,https://www.dropbox.com/scl/fi/d1scn07ng4rattvd4nj98/.jpg?rlkey=p6a76ndivb6qdofe3ailx5jsy&raw=1,불간 키시그 리조트,ボルガン キシグ リゾート,布尔干希希格度假村,Курорт Булган Хишиг
1015,7,Нисэх буудал,Airport,Булган сум нисэх буудал,Bulgan Sum Airport,Ховд,Khovd,Булган,Bulgan,46.10227,91.58128,,https://www.dropbox.com/scl/fi/o060fpqaikhiaoefxlzyw/.jpg?rlkey=sqcuszniq0t86rf6p7yhcl1jr&raw=1,불간숨 공항,ボルガン スム空港,布尔干苏姆机场,Аэропорт Булган Сум
1016,7,Нисэх буудал,Airport,Ховд нисэх буудал,Khovd Airport,Ховд,Khovd,Жаргалант,Jargalant,47.96385,91.62527,70432414,https://www.dropbox.com/scl/fi/zws8ixf810yxn4piyhxni/.jpg?rlkey=9uny5camt8axscjilcptzcimm&raw=1,호브드 공항,ホブド空港,科布多机场,Аэропорт Ховд
1017,2,Амралтын газар,Resort,Цэвэрхэн Ховд амралт,Tseverkhen Khovd resort,Ховд,Khovd,Жаргалант,Jargalant,47.97908,91.60178,,https://www.dropbox.com/scl/fi/yqui196b8bjyayb5r1h2p/.jpg?rlkey=swq6m5h6r81nj9srxq0eqimmg&raw=1,체베르켄 코브드 리조트,ツェヴェルケン ホブド リゾート,策维尔肯科布多度假村,Цеверхен Ховд курорт
1018,1,Жуулчны бааз,Tourist_Camp,Ховд буянт гарден,Khovd Buyant Garden,Ховд,Khovd,Жаргалант,Jargalant,47.97437,91.59734,99433345,https://www.dropbox.com/scl/fi/kip35ydo5jbeu5x0smo99/.jpg?rlkey=h7dq4oqh581jmhf770y7vnfoc&raw=1,호브드 보얀트 가든,ホブド ブヤント ガーデン,科布多布扬特花园,Ховд Буянт Гарден
1019,8,Хилийн боомт,Border_Crossing,Ярант хилийн боомт,Yarant Border Station,Ховд,Khovd,Булган,Bulgan,46.14185,90.99575,,https://www.dropbox.com/scl/fi/yr29r0k24ttv67kswb6cv/.jpg?rlkey=v1pit4cahlga4znse3ynr9wxz&raw=1,야란트 국경 검문소,ヤラント国境駅,亚兰特边境站,Пограничный пункт Ярант
1020,6,Замын гуанз,Roadside_Diner,Төгрөг гол замын гуанз,Tugrug Gol Road Canteen,Ховд,Khovd,Манхан,Mankhan,47.48692,92.19323,,https://www.dropbox.com/scl/fi/6bi0ldogkcj62sxisbxeo/.jpeg?rlkey=ytspey18n6wvu3gq8s668sm21&raw=1,투그루그 골 로드 구내식당,トゥグルグ・ゴル・ロード・キャンティーン,图格鲁格戈尔路食堂,Столовая на дороге Тугрик Гол
1021,10,Шатахуун түгээх станц,Gas_Station,Тэс петролеум ШТС,Tes Petroleum Cas Station,Ховд,Khovd,Булган,Bulgan,46.09755,91.55514,,https://www.dropbox.com/scl/fi/p2wrzv63cdfgu5zg5y8is/.jpg?rlkey=vx0el9nusqb1yvayqsm7vkep4&raw=1,테스 석유 주유소,テス石油ガソリンスタンド,Tes石油加油站,Автозаправочная станция Тэс  Петролеум
