№,Point_type,Category,Name_mon,Name_eng,Aimag_name_mon,Aimag_name_eng,Soum_name_mon,Soum_name_eng,Lat,Long,Description_mon,Description_eng,Photo_URL,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
386,2,Түүхийн дурсгалт газар,Гэлэн хөшөө,Gelen Statue,Хэнтий ,Khentii,Мөрөн,Murun,47.27881,110.60156,Чингис хотоос өмнө зүгт 4.5 км зайтай оршино.,It is located 4.5 km south of Chinggis City.,,,,,,,,,,
387,2,Түүхийн дурсгалт газар,Гэнэнпил хатны дурсгал,Genenpil Queen Memorial,Хэнтий ,Khentii,Дадал,Dadal,49.03998,111.55421,"Богд хааны бага хатан, Дадал сумын төвөөс баруун зүгт 8 км зайтай оршино.",The younger sister of Bogd Khan is located 8 km west of the center of Dadal soum.,,,,,,,,,,
388,2,Түүхийн дурсгалт газар,Дөрвөлжин булш,Durvuljin Bulsh,Хэнтий ,Khentii,Дадал,Dadal,49.0551,111.55441,Дадал сумын төвөөс баруун хойд зүгт 7.5 км зайтай оршино.,It is located 7.5 km southwest of the center of Dadal soum.,,,,,,,,,,
389,2,Түүхийн дурсгалт газар,Дуурлиг нарсны хүннүгийн булш,Duurlig Nars Khunnu Tomb,Хэнтий ,Khentii,Баян-Адрага,Bayan-Adraga,48.53803,111.07772, Баян-Адрага сумын төвийн өмнөх нарсан ойд тархсан Хүннүгийн язгууртны булшнууд юм. Энд нийт 299 булш тоолж бүртгэснээс дийлэнх нь үүдэвч бүхий язгууртны булшнууд ажээ. Дуурлиг нарсны булшнуудыг Хүннү гүрний зүүн жигүүрийн ихэс язгууртны оршуулга хэмээн таамагладаг.,"The tombs of the Huns are scattered in the pine forest in front of the center of Bayan-Adraga soum. A total of 299 tombs have been recorded here, most of which are tombs of nobles with a yudevch. The Duurlig pine tombs are believed to be the burial grounds of the high nobility of the left wing of the Huns.",,,,,,,,,,
390,2,Түүхийн дурсгалт газар,Дэлүүн болдог уул,Deluun Boldog  ,Хэнтий ,Khentii,Дадал,Dadal,49.05265,111.64317,Дадал сумын төвөөс хойд зүгт 3.5 км зайтай оршино.,It is located 2 km north of the center of Dadal soum.,,,,,,,,,,
391,2,Түүхийн дурсгалт газар,Зүүн Жаргалантын буган хөшөө ,Zuun Jargalant Deer Stone,Хэнтий ,Khentii,Өмнөдэлгэр,Umnudelger,48.25006,109.65006,Өмнөдөлгөр сумын төвөөс баруун хойд зүгт 51 км зайтай оршино.,It is located 51 km northwest of the center of Yundumulgar soum.,,,,,,,,,,
392,2,Түүхийн дурсгалт газар,Монгол хатдын өргөө,Mongol Queens Palace,Хэнтий ,Khentii,Баян-Адрага,Bayan-Adraga,48.55357,111.06941, Баян-Адарга сумаас  баруун зүгт 1 км орчим зайтай газар оршино. ,It is located about 1 km west of Bayan-Adarga soum.,,,,,,,,,,
393,2,Түүхийн дурсгалт газар,Монголын нууц товчооны гэрэлт хөшөө ,Statue Of Mongolian Secret History,Хэнтий ,Khentii,Дэлгэрхаан,Delgerkhaan,47.10257,109.15586,Дэлгэрхаан сумын төвөөс өмнө зүгт 9.9 км зайтай оршино.,It is located 9.9 km south of the center of Delgerhaan soum.,,,,,,,,,,
394,2,Түүхийн дурсгалт газар,Өглөгчийн хэрэм,Uglugchiin Kherem,Хэнтий ,Khentii,Батширээт,Batshireet,48.40668,110.19725,Батширээт сумын төвөөс өмнө зүгт 45 км зайтай оршино.,It is located 45 km south of the center of Batshireet soum.,,,,,,,,,,
395,1,Байгалийн үзэсгэлэнт газар,Өндөрхаан уул,Undurkhaan Uul,Хэнтий ,Khentii,Мөрөн,Murun,47.5019,110.44073,"Өндөрхаан уулыг эртнээс нааш тайж тахиж ирсэн түүхтэй. Өндөрхаан хотоос хойш 28 километрт, далайн төвшнөөс дээш 2664 метр өндөрт оршдог. Өндөрхаан уулыг Бурхан Халдун уулын дүү уул хэмээн домоглох нь бий.","Undurkhaan Mountain has a long history of being worshipped. It is located 28 kilometers north of Undurkhaan City and 2,664 meters above sea level. There is a legend that Undurkhaan Mountain is the younger mountain of Burkhan Khaldun Mountain.",,,,,,,,,,
396,2,Түүхийн дурсгалт газар,Рашаан хад,Rashaan Khad,Хэнтий ,Khentii,Батширээт,Batshireet,48.37952,110.29882, Биндэр уулын зүүн урд хормойн цохио бүхий үзүүрт оршдог. Рашаан хад нь чулуун зэвсгийн үеэс эхлээд 16-р зууны үе хүртэлх он цаг үед хамаарах Монголын дорнод хэсгийн түүх соёлын баялаг дурсгалтай цогцолбор хэмээн археологичид онцолдог. ,"Located on the southeastern tip of Binder Mountain, Rashaan Khad is considered by archaeologists to be a rich historical and cultural complex of eastern Mongolia, dating from the Stone Age to the 16th century.",,,,,,,,,,
397,1,Байгалийн үзэсгэлэнт газар,Хажуу булаг рашаан,Khajuu Bulag Mineral Water,Хэнтий ,Khentii,Дадал,Dadal,49.04612,111.61442,"Дадал сумын төвийн зүүн хойно, Дэлүүн болдог толгойн баруун урд Баян-Овоо уулын зүүн суганаас урсах онцгой цэнгэг, карбонат натри, магнийн найрлагатай, рашаан төст булаг. Энэхүү Хажуу булгийн усаар Тэмүжинг мэндлээд гурав хоносны дараа биеийг нь угаасан, ундаалж өссөн хэмээх домогтой. Өнөө цагт ялангуяа ходоодны хүчил багатай хүмүүс энэ булгийн усыг ууж, хоол цайндаа хэрэглэхэд нэн тохиромжтой ажээ","A spring with exceptionally fresh, carbonated sodium and magnesium, flowing from the left flank of Bayan-Ovoo Mountain, northeast of the center of Dadal soum and southwest of Deluun Kuldag Tolgoi. Legend has it that Temujin washed his body with the water of this spring three days after his birth and grew up drinking it. Nowadays, people with low stomach acid, especially those who have low stomach acid, drink this spring water and use it in their meals.",,,,,,,,,,
398,1,Байгалийн үзэсгэлэнт газар,Хангал нуур,Khangal Lake,Хэнтий ,Khentii,Өмнөдэлгэр,Umnudelger,48.13237,109.38842,Өмнөдөлгөр сумын төвөөс баруун хойд зүгт 57 км зайтай оршино.,It is located 57 km northwest of the center of Yundumulgar soum.,,,,,,,,,,
399,1,Байгалийн үзэсгэлэнт газар,Хар зүрхний хөх нуур,Khar Zurkhnii Khukh Lake,Хэнтий ,Khentii,Цэнхэрмандал,Tsenkhermandal,48.02074,108.94816,Цэнхэрмандал  сумын төвөөс баруун хойд зүгт 42 км зайтай оршино.,It is located 42 km northwest of the center of Tsenkhermandal soum.,,,,,,,,,,
400,2,Түүхийн дурсгалт газар,Хөхүүрийн тал,Khukhuuriin Tal,Хэнтий ,Khentii,Батноров,Batnorov,47.85707,111.53235,Батноров сумын төвөөс зүүн өмнө зүгт 10 км зайтай оршино.,It is located 10 km southeast of the center of Batnorov soum.,,,,,,,,,,
401,4,Бусад,Хүслийн мод,Khusliin Mod,Хэнтий ,Khentii,Баян-Адрага,Bayan-Adraga,48.54228,111.05383,Баян-Адарга сумын төвөөс баруун өмнө зүгт 2.5 км зайтай оршино.,It is located 2.5 km southwest of the center of Bayan-Adarga soum.,,,,,,,,,,
402,1,Байгалийн үзэсгэлэнт газар,Хэрлэн бургас,Kherlen Burgas,Хэнтий ,Khentii,Цэнхэрмандал,Tsenkhermandal,48.02502,108.53733,Төв аймгийн Мөнгөнморьт  сумын төвөөс өмнө зүгт 21 км зайтай оршино,"It is located 21 km south of the center of Mungunmort soum, Tuv aimag.",,,,,,,,,,
403,1,Байгалийн үзэсгэлэнт газар,Хэрлэнгийн хөдөө арал,Kherlengiin Khuduu Aral,Хэнтий ,Khentii,Дэлгэрхаан,Delgerkhaan,47.10401,109.15782,"Хэрлэнбаян улаан уулнаас урагш Хэрлэн тооно уулаас баруун тийш Хэрлэнгийн тохойд далайн төвшнөөс дээш 1300 метр өндөрт орших 30 гаруй километр урт, 20 гаруй километр өргөн тал байдгийг Хөдөө арал гэж нэрлэдэг. Хөдөө арал бол Их хуралдай хуралдаж Өгөөдэй, Мөнх, Есөнтөмөр хааныг хаан ширээнд өргөмжилж байсан түүхт газар юм. ","Khudeu Aral is a plain more than 30 kilometers long and more than 20 kilometers wide, located at an altitude of 1,300 meters above sea level, south of Kherlenbayan Ulaan Mountain and west of Kherlen Toon Mountain. Khudeu Aral is the historical site where the Great Khuraldai convened and crowned Ögedei, Mönghe, and Yesentumur Khans.",,,,,,,,,,
404,1,Байгалийн үзэсгэлэнт газар,Цагаан нуур,Tsagaan Lake,Хэнтий ,Khentii,Биндэр,Binder,48.59309,110.6158,Биндэр сумын төвөөс өмнө зүгт 2.2 км зайтай оршино.,It is located 2.2 km south of the center of Binder soum.,,,,,,,,,,
405,1,Байгалийн үзэсгэлэнт газар,Цайдам нуур ,Tsaidam Lake,Хэнтий ,Khentii,Дархан,Darkhan,46.75251,109.38214,Дархан сумын төвөөс хойд зүгт 13 км зайтай оршино,It is located 13 km north of the center of Darkhan soum.,,,,,,,,,,
406,1,Байгалийн үзэсгэлэнт газар,Цэгээн нуур,Tsegeen Lake,Хэнтий ,Khentii,Батширээт,Batshireet,48.21028,110.38539,Батширээт сумын төвөөс зүүн өмнө зүгт 66 км зайтай оршино.,It is located 66 km southeast of the center of Batshireet soum.,,,,,,,,,,
407,2,Түүхийн дурсгалт газар,Чингисийн гэрэлт хөшөө,Chinggis Khaan Statue,Хэнтий ,Khentii,Дадал,Dadal,49.03346,111.6547,"Хэнтий аймгийн Дадал сумын Ононы Дэлүүн болдогийн орчим Гурван нуурын амралтын төвд 1962 оны тавдугаар сард босгосон энэ хөшөө хоёр метр гүн суурьтай, 12 метр өндөр ажээ. Цавчим хад мэт хананд Чингис хааныхаа дүрийг зурж “Алтан бие минь алжааваас алжаатугай, аху төр минь бүү алжаатугай” хэмээх алдарт гэрээсийг нь монгол бичгээр бичжээ. Мөн түүний мандуулсан төрийн их цагаан тугийг дүрсэлсэн байна. ","This statue, erected in May 1962 at the Gurvan Nuur Recreation Center near Onon Deluun Kuldzhiyin, Dadal soum, Khentii aimag, has a two-meter-deep base and is 12 meters high. On the rock-like wall of the Tsavchim, the image of Genghis Khan is depicted, with his famous words “May my golden body not fade, may my great state not fade” written in Mongolian script. It also depicts the great white flag of the state that he raised.",,,,,,,,,,
408,2,Түүхийн дурсгалт газар,Их хуралдай гэр хөшөө,Yurt Statue Ikh Khuraldai,Хэнтий ,Khentii,Биндэр,Binder,48.60066,110.61103,Биндэр сумын төвөөс өмнө зүгт 1.8 км зайтай оршино.,It is located 1.8 km south of the center of Binder soum.,,,,,,,,,,
409,2,Түүхийн дурсгалт газар,Дэлүүн болдог Биндэр ,Delun boldog Binder,Хэнтий ,Khentii,Биндэр,Binder,48.58727,110.63824,Биндэр сумын төвөөс зүүн өмнө зүгт 4 км зайтай оршино.,It is located 4 km southeast of the center of Binder soum.,,,,,,,,,,
410,1,Байгалийн үзэсгэлэнт газар,Яргуйн хавцал,Yarguyin Canyon,Хэнтий ,Khentii,Биндэр,Binder,48.66589,110.53233,Биндэр сумын төвөөс баруун хойд зүгт 8 км зайтай оршино.,It is located 8 km northwest of the center of Binder soum.,,,,,,,,,,
